ID,associatedWithOccupation,contactDetails,description,endDate,function,name,sourceRecordLink,startDate,type,url,warning,workCount
Q3520589,,,Australian indie rock band from Melbourne,,,The Devastations,https://www.wikidata.org/wiki/Q3520589,,musical group,,,
Q7730027,,,,,,The Devilrock Four,https://www.wikidata.org/wiki/Q7730027,1/1/2003,musical group,,,
Q7730213,,,Australian rock act,,,The Dingoes,https://www.wikidata.org/wiki/Q7730213,1/1/1973,musical group,,,
Q444803,,,Australian band,,,The Dissociatives,https://www.wikidata.org/wiki/Q444803,1/1/1997,musical group,,,
Q7730579,,,,,,The Dolly Rocker Movement,https://www.wikidata.org/wiki/Q7730579,1/1/2002,musical group,,,
Q7730656,,,,,,The Donovans,https://www.wikidata.org/wiki/Q7730656,,musical group,,,
Q128339,,,Australian band,,,The Drones,https://www.wikidata.org/wiki/Q128339,1/1/1998,musical group,,,
Q7731078,,,,,,The Drugs,https://www.wikidata.org/wiki/Q7731078,1/1/1999,musical group,,,
Q7731157,,,,,,The Dugites,https://www.wikidata.org/wiki/Q7731157,1/1/1978,musical group,,,
Q7731193,,,,,,The Dukes,https://www.wikidata.org/wiki/Q7731193,1/1/1991,musical group,,,
Q7731304,,,,,,The E.L.F.,https://www.wikidata.org/wiki/Q7731304,,musical group,,,
Q7731436,,,,,,The Earthmen,https://www.wikidata.org/wiki/Q7731436,1/1/1991,musical group,,,
Q7731459,,,,,,The Eastern Dark,https://www.wikidata.org/wiki/Q7731459,,musical group,,,
Q1545459,,,Australian rock band,,,The Easybeats,https://www.wikidata.org/wiki/Q1545459,1/1/1964,musical group,,,
Q7731680,,,,,,The El Dorados,https://www.wikidata.org/wiki/Q7731680,,musical group,,,
Q7731822,,,,,,The Ellis Collective,https://www.wikidata.org/wiki/Q7731822,,musical group,,,
Q7731864,,,,,,The Embers,https://www.wikidata.org/wiki/Q7731864,,musical group,,,
Q7731945,,,Alternative  Pop Band,,,The Empire Lights,https://www.wikidata.org/wiki/Q7731945,1/1/2011,musical group,,,
Q7732541,,,,,,The Eternal,https://www.wikidata.org/wiki/Q7732541,1/1/2003,musical group,,,
Q7732782,,,,,,The Executives,https://www.wikidata.org/wiki/Q7732782,,musical group,,,
Q7732839,,,,,,The Exploders,https://www.wikidata.org/wiki/Q7732839,,musical group,,,
Q7732867,,,,,,The Expression,https://www.wikidata.org/wiki/Q7732867,1/1/1981,musical group,,,
Q28406822,,,,,,The Fabulaires,https://www.wikidata.org/wiki/Q28406822,,musical group,,,
Q60846768,,,Australian rock band,,,The Faim,https://www.wikidata.org/wiki/Q60846768,,musical group,,,
Q7733135,,,,,,The Faith,https://www.wikidata.org/wiki/Q7733135,,musical group,,,
Q16836270,,,australia's popular and successful comedians and musicians,,,The Fantastic Leslie,https://www.wikidata.org/wiki/Q16836270,1/1/1999,musical group,,,
Q7733561,,,,,,The Fauves,https://www.wikidata.org/wiki/Q7733561,1/1/1988,musical group,,,
Q7733637,,,,,,The Feldons,https://www.wikidata.org/wiki/Q7733637,1/1/2006,musical group,,,
Q7733676,,,,,,The Fergies,https://www.wikidata.org/wiki/Q7733676,1/1/2007,musical group,,,
Q7733679,,,,,,The Fergusons,https://www.wikidata.org/wiki/Q7733679,1/1/1999,musical group,,,
Q7733685,,,,,,The Ferrets,https://www.wikidata.org/wiki/Q7733685,1/1/1975,musical group,,,
Q7734331,,,,,,The Flairz,https://www.wikidata.org/wiki/Q7734331,,musical group,,,
Q58601728,,,Australian pop group; sibling trio,,,The Flanagans,https://www.wikidata.org/wiki/Q58601728,,musical group,,,
Q7734497,,,Australian roots music band,,,The Flood,https://www.wikidata.org/wiki/Q7734497,,musical group,,,
Q29156244,,,,,,The Flower Pot Gang,https://www.wikidata.org/wiki/Q29156244,1/1/1996,musical group,,,
Q16837228,,,,,,The Flying Circus,https://www.wikidata.org/wiki/Q16837228,1/1/1968,musical group,,,
Q10381397,,,,,,The Furor,https://www.wikidata.org/wiki/Q10381397,,musical group,,,
Q7735657,,,rock band,,,The Galvatrons,https://www.wikidata.org/wiki/Q7735657,1/1/2007,musical group,,,
Q961049,,,Australian band,,,The Getaway Plan,https://www.wikidata.org/wiki/Q961049,1/1/2004,musical group,,,
Q7736453,,,,,,The Gin Club,https://www.wikidata.org/wiki/Q7736453,,musical group,,,
Q7736464,,,Australian pop punk band,,,The Gingers,https://www.wikidata.org/wiki/Q7736464,1/1/2005,musical group,,,
Q7736829,,,,,,The Glory Box,https://www.wikidata.org/wiki/Q7736829,1/1/1988,musical group,,,
Q7736870,,,,,,The Go Set,https://www.wikidata.org/wiki/Q7736870,,musical group,,,
Q1891138,,,Australian indie rock band,,,The Go-Betweens,https://www.wikidata.org/wiki/Q1891138,1/1/1977,musical group,,,
Q29324708,,,Australian indie pop band,,,The Goon Sax,https://www.wikidata.org/wiki/Q29324708,1/1/2013,musical group,,,
Q2411737,,,,,,The Grates,https://www.wikidata.org/wiki/Q2411737,1/1/2002,musical group,,,
Q7738225,,,American progressive bluegrass band,,,The Greencards,https://www.wikidata.org/wiki/Q7738225,1/1/2003,musical group,,,
Q17056408,,,Australian indie rock band,,,The Griswolds,https://www.wikidata.org/wiki/Q17056408,1/1/2012,musical group,,,
Q7738335,,,"Australian folk, R&B and rock band",,,The Groop,https://www.wikidata.org/wiki/Q7738335,1/1/1964,musical group,,,
Q7738338,,,Australian R&B/pop group,,,The Groove,https://www.wikidata.org/wiki/Q7738338,1/1/1967,musical group,,,
Q7738344,,,"Australian roots-music band, founded by Gavin Shoesmith",,,The Groovesmiths,https://www.wikidata.org/wiki/Q7738344,,musical group,,,
Q7738403,,,,,,The Growl,https://www.wikidata.org/wiki/Q7738403,,musical group,,,
Q7738466,,,Pop-band from Melbourne,,,The Guild League,https://www.wikidata.org/wiki/Q7738466,,musical group,,,
Q7738693,,,indie pop band,,,The Hampdens,https://www.wikidata.org/wiki/Q7738693,1/1/2002,musical group,,,
Q7738758,,,,,,The Hanging Tree,https://www.wikidata.org/wiki/Q7738758,,musical group,,,
Q28406774,,,,,,The Happening Thang,https://www.wikidata.org/wiki/Q28406774,,musical group,,,
Q7739388,,,,,,The Hepparays,https://www.wikidata.org/wiki/Q7739388,1/1/1957,musical group,,,
Q7739433,,,Australian hip hop group,,,The Herd,https://www.wikidata.org/wiki/Q7739433,1/1/2001,musical group,,,
Q18712311,,,,,,The High Learys,https://www.wikidata.org/wiki/Q18712311,1/1/2011,musical group,,,
Q28151591,,,Australian band,,,The Hippos,https://www.wikidata.org/wiki/Q28151591,,musical group,,,
Q18157399,,,music band,,,The Hipstones,https://www.wikidata.org/wiki/Q18157399,,musical group,,,
Q7739864,,,,,,The Hitmen,https://www.wikidata.org/wiki/Q7739864,1/1/1977,musical group,,,
Q14159657,,,Australian indie pop/soul band,,,The Holidays,https://www.wikidata.org/wiki/Q14159657,,musical group,,,
Q7740045,,,,,,The Holy Sea,https://www.wikidata.org/wiki/Q7740045,1/1/1999,musical group,,,
Q16844437,,,,,,The Holy Soul,https://www.wikidata.org/wiki/Q16844437,,musical group,,,
Q7740411,,,,,,The Hot Lies,https://www.wikidata.org/wiki/Q7740411,1/1/2004,musical group,,,
Q7740922,,,Australian indie pop band,,,The Hummingbirds,https://www.wikidata.org/wiki/Q7740922,1/1/1986,musical group,,,
Q7741330,,,a cappella vocal ensemble,,,The Idea of North,https://www.wikidata.org/wiki/Q7741330,,musical group,,,
Q7741603,,,Australian rock band,,,The Impossibles,https://www.wikidata.org/wiki/Q7741603,1/1/1991,musical group,,,
Q7741756,,,,,,The Incredible Penguins,https://www.wikidata.org/wiki/Q7741756,1/1/1985,musical group,,,
Q7742113,,,,,,The Innocents,https://www.wikidata.org/wiki/Q7742113,1/1/1975,musical group,,,
Q7742873,,,,,,The Jackson Code,https://www.wikidata.org/wiki/Q7742873,1/1/1989,musical group,,,
Q7742951,,,Australian musical duo,,,The Jane Austen Argument,https://www.wikidata.org/wiki/Q7742951,1/1/2010,musical group,,,
Q7743022,,,,,,The Jaywalks,https://www.wikidata.org/wiki/Q7743022,,musical group,,,
Q128220,,,Australian indie rock band,,,The Jezabels,https://www.wikidata.org/wiki/Q128220,1/1/2007,musical group,,,
Q7743389,,,,,,The John Steel Singers,https://www.wikidata.org/wiki/Q7743389,,musical group,,,
Q7743405,,,,,,The Johnnys,https://www.wikidata.org/wiki/Q7743405,1/1/1982,musical group,,,
Q7743843,,,Australian indie rock band,,,The Jungle Giants,https://www.wikidata.org/wiki/Q7743843,1/1/2011,musical group,,,
Q7744306,,,American rock band,,,The Kill Devil Hills,https://www.wikidata.org/wiki/Q7744306,1/1/2003,musical group,,,
Q7745039,,,New Zealand rock band,,,The La De Das,https://www.wikidata.org/wiki/Q7745039,,musical group,,,
Q7745042,,,,,,The Lab,https://www.wikidata.org/wiki/Q7745042,,musical group,,,
Q7745842,,,,,,The Last Kinection,https://www.wikidata.org/wiki/Q7745842,,musical group,,,
Q55635340,,,,,,The Last Straw (band),https://www.wikidata.org/wiki/Q55635340,,musical group,,,
Q7746373,,,Australian band,,,The Laurels,https://www.wikidata.org/wiki/Q7746373,1/1/2006,musical group,,,
Q65245816,,,,,,The Lazys,https://www.wikidata.org/wiki/Q65245816,,musical group,,,
Q7746641,,,,,,The Leftovers,https://www.wikidata.org/wiki/Q7746641,,musical group,,,
Q7746666,,,,,,The Legarde Twins,https://www.wikidata.org/wiki/Q7746666,,musical group,,,
Q25387544,,,,,,The Levitation Hex,https://www.wikidata.org/wiki/Q25387544,,musical group,,,
Q7747311,,,Australian band,,,The Lighthouse Keepers,https://www.wikidata.org/wiki/Q7747311,1/1/1981,musical group,,,
Q7747727,,,,,,The Little Stevies,https://www.wikidata.org/wiki/Q7747727,,musical group,,,
Q1423098,,,Australian band,,,The Living End,https://www.wikidata.org/wiki/Q1423098,1/1/1994,musical group,,,
Q16954852,,,,,,The Lizard Train,https://www.wikidata.org/wiki/Q16954852,1/1/1985,musical group,,,
Q7748855,,,Australian swing revival band,,,The Louisville Sluggers,https://www.wikidata.org/wiki/Q7748855,,musical group,,,
Q7749009,,,Australian rock band formed in 1965 in Melbourne,,,The Loved Ones,https://www.wikidata.org/wiki/Q7749009,1/1/1965,musical group,,,
Q7749090,,,,,,The Lovetones,https://www.wikidata.org/wiki/Q7749090,,musical group,,,
Q1992629,,,,,,The Lucksmiths,https://www.wikidata.org/wiki/Q1992629,1/1/1993,musical group,,,
Q7749335,,,,,,The Mad Turks from Istanbul,https://www.wikidata.org/wiki/Q7749335,1/1/1984,musical group,,,
Q7749703,,,,,,The Makers,https://www.wikidata.org/wiki/Q7749703,1/1/1988,musical group,,,
Q7749701,,,Australian experimental band,,,The Makers of the Dead Travel Fast,https://www.wikidata.org/wiki/Q7749701,1/1/1980,musical group,,,
Q56295353,,,,,,The Maledict,https://www.wikidata.org/wiki/Q56295353,,musical group,,,
Q25056263,,,band,,,The Mandelbrot Set,https://www.wikidata.org/wiki/Q25056263,1/1/1990,musical group,,,
Q3521769,,,Australian punk rock and new wave band,,,The Manikins,https://www.wikidata.org/wiki/Q3521769,,musical group,,,
Q7750260,,,,,,The Maori Troubadours,https://www.wikidata.org/wiki/Q7750260,,musical group,,,
Q3521794,,,Australian indie rock band,,,The Mark of Cain,https://www.wikidata.org/wiki/Q3521794,1/1/1984,musical group,,,
Q7750624,,,,,,The Masters Apprentices,https://www.wikidata.org/wiki/Q7750624,1/1/1965,musical group,,,
Q16962728,,,"The Mavis's. Is an Australian band started 1987 formed in Ballarat, Victoria.",,,The Mavis's,https://www.wikidata.org/wiki/Q16962728,1/1/1987,musical group,,,
Q7750756,,,australian country group,,,The McClymonts,https://www.wikidata.org/wiki/Q7750756,,musical group,,,
Q7750806,,,,,,The Meanies,https://www.wikidata.org/wiki/Q7750806,,musical group,,,
Q7750881,,,,,,The Medics,https://www.wikidata.org/wiki/Q7750881,,musical group,,,
Q28313825,,,Australian hip hop duo,,,The Meeting Tree,https://www.wikidata.org/wiki/Q28313825,,musical group,,,
Q16955049,,,,,,The Melodics,https://www.wikidata.org/wiki/Q16955049,,musical group,,,
Q543095,,,band,,,The Mess Hall,https://www.wikidata.org/wiki/Q543095,1/1/2001,musical group,,,
Q7751216,,,,,,The Mexican Spitfires,https://www.wikidata.org/wiki/Q7751216,,musical group,,,
Q7751277,,,,,,The Middle East,https://www.wikidata.org/wiki/Q7751277,,musical group,,,
Q7751733,,,Australian garage rock band,,,The Missing Links,https://www.wikidata.org/wiki/Q7751733,1/1/1964,musical group,,,
Q55642308,,,,,,The Moffs (band),https://www.wikidata.org/wiki/Q55642308,,musical group,,,
Q16250425,,,,,,The Moles,https://www.wikidata.org/wiki/Q16250425,1/1/1994,musical group,,,
Q7752026,,,,,,The Monitors,https://www.wikidata.org/wiki/Q7752026,,musical group,,,
Q28224433,,,,,,The Moods,https://www.wikidata.org/wiki/Q28224433,,musical group,,,
Q1287909,,,band,,,The Morning After Girls,https://www.wikidata.org/wiki/Q1287909,1/1/2003,musical group,,,
Q7752456,,,,,,The Mouldy Lovers,https://www.wikidata.org/wiki/Q7752456,1/1/2010,musical group,,,
Q7752615,,,,,,The Mullanes,https://www.wikidata.org/wiki/Q7752615,,musical group,,,
Q17056587,,,,,,The Mungabeans,https://www.wikidata.org/wiki/Q17056587,1/1/1984,musical group,,,
Q7753133,,,,,,The Nation Blue,https://www.wikidata.org/wiki/Q7753133,,musical group,,,
Q1531070,,,band,,,The Necks,https://www.wikidata.org/wiki/Q1531070,1/1/1989,musical group,,,
Q31837392,,,australian Death Doom band,,,The Nihilistic Front,https://www.wikidata.org/wiki/Q31837392,,musical group,,,
Q39070618,,,,,,The Noise,https://www.wikidata.org/wiki/Q39070618,,musical group,,,
Q7754456,,,Australian rock band,,,The Novocaines,https://www.wikidata.org/wiki/Q7754456,1/1/2006,musical group,,,
Q7754473,,,New Zealand band,,,The Nudie Suits,https://www.wikidata.org/wiki/Q7754473,1/1/1998,musical group,,,
Q30122092,,,Australian power pop band,,,The Numbers,https://www.wikidata.org/wiki/Q30122092,1/1/1978,musical group,,,
Q7754990,,,,,,The On Fires,https://www.wikidata.org/wiki/Q7754990,,musical group,,,
Q26136832,,,,,,The Onyas,https://www.wikidata.org/wiki/Q26136832,1/1/1991,musical group,,,
Q7755188,,,rock band from Australia,,,The Open Season,https://www.wikidata.org/wiki/Q7755188,1/1/2004,musical group,,,
Q7755252,,,,,,The Orange Humble Band,https://www.wikidata.org/wiki/Q7755252,1/1/1995,musical group,,,
Q1727408,,,German band,,,The Other Ones,https://www.wikidata.org/wiki/Q1727408,,musical group,,,
Q7755982,,,,,,The Panda Band,https://www.wikidata.org/wiki/Q7755982,1/1/2003,musical group,,,
Q576457,,,band,,,The Panics,https://www.wikidata.org/wiki/Q576457,1/1/2002,musical group,,,
Q15052869,,,Australian indie-rock-folk band,,,The Paper Kites,https://www.wikidata.org/wiki/Q15052869,1/1/2008,musical group,,,
Q7756027,,,,,,The Paper Scissors,https://www.wikidata.org/wiki/Q7756027,1/1/2005,musical group,,,
Q7756058,,,Australian band,,,The Paradise Motel,https://www.wikidata.org/wiki/Q7756058,1/1/1994,musical group,,,
Q7756117,,,,,,The Paris Crash,https://www.wikidata.org/wiki/Q7756117,1/1/2005,musical group,,,
Q3988642,,,rock band,,,The Party Boys,https://www.wikidata.org/wiki/Q3988642,1/1/1982,musical group,,,
Q18166296,,,,,,The Peep Tempel,https://www.wikidata.org/wiki/Q18166296,,musical group,,,
Q16259553,,,,,,The Pelaco Brothers,https://www.wikidata.org/wiki/Q16259553,1/1/1974,musical group,,,
Q16259558,,,,,,The Philisteins,https://www.wikidata.org/wiki/Q16259558,1/1/1985,musical group,,,
Q7757063,,,,,,The Pictures,https://www.wikidata.org/wiki/Q7757063,1/1/2000,musical group,,,
Q7757097,,,,,,The Pigram Brothers,https://www.wikidata.org/wiki/Q7757097,,musical group,,,
Q7757163,,,,,,The Pineapples from the Dawn of Time,https://www.wikidata.org/wiki/Q7757163,1/1/1985,musical group,,,
Q7757187,,,Australian pop/R&B band,,,The Pink Finks,https://www.wikidata.org/wiki/Q7757187,1/1/1965,musical group,,,
Q24997569,,,,,,The Pipeband Club,https://www.wikidata.org/wiki/Q24997569,,musical group,,,
Q370738,,,band,,,The Pleazers,https://www.wikidata.org/wiki/Q370738,,musical group,,,
Q16955364,,,,,,The Plunderers,https://www.wikidata.org/wiki/Q16955364,1/1/1984,musical group,,,
Q7757740,,,Australian hard rock band,,,The Poor,https://www.wikidata.org/wiki/Q7757740,1/1/1988,musical group,,,
Q7757796,,,,,,The Porkers,https://www.wikidata.org/wiki/Q7757796,,musical group,,,
Q2413567,,,musicians,,,The Potbelleez,https://www.wikidata.org/wiki/Q2413567,,musical group,,,
Q16873323,,,Australian rock band,,,The Preatures,https://www.wikidata.org/wiki/Q16873323,,musical group,,,
Q7758036,,,,,,The Predators,https://www.wikidata.org/wiki/Q7758036,,musical group,,,
Q2061634,,,Australian electronic music duo,,,The Presets,https://www.wikidata.org/wiki/Q2061634,1/1/2001,musical group,,,
Q7758120,,,,,,The Preytells,https://www.wikidata.org/wiki/Q7758120,1/1/2004,musical group,,,
Q18162372,,,,,,The Proton Energy Pills,https://www.wikidata.org/wiki/Q18162372,1/1/1986,musical group,,,
Q16968748,,,,,,The Psychotic Turnbuckles,https://www.wikidata.org/wiki/Q16968748,1/1/1984,musical group,,,
Q27975666,,,,,,The Public Opinion Afro Orchestra,https://www.wikidata.org/wiki/Q27975666,,musical group,,,
Q7758902,,,,,,The Quarters,https://www.wikidata.org/wiki/Q7758902,12/11/2005,musical group,,,
Q7759214,,,,,,The Radiators,https://www.wikidata.org/wiki/Q7759214,1/1/1978,musical group,,,
Q7759473,,,,,,The Rational Academy,https://www.wikidata.org/wiki/Q7759473,,musical group,,,
Q18763512,,,,,,The Red Onion Jazz Band,https://www.wikidata.org/wiki/Q18763512,1/1/1960,musical group,,,
Q10695767,,,,,,The Red Paintings,https://www.wikidata.org/wiki/Q10695767,1/1/1998,musical group,,,
Q3988960,,,Australian deathcore band,,,The Red Shore,https://www.wikidata.org/wiki/Q3988960,1/1/2005,musical group,,,
Q7759946,,,,,,The Red Sun Band,https://www.wikidata.org/wiki/Q7759946,,musical group,,,
Q7760013,,,Australian band,,,The Reels,https://www.wikidata.org/wiki/Q7760013,,musical group,,,
Q27817232,,,,,,The Revelators,https://www.wikidata.org/wiki/Q27817232,1/1/1989,musical group,,,
Q51030022,,,,,,The Ritual Aura,https://www.wikidata.org/wiki/Q51030022,,musical group,,,
Q7761212,,,,,,The Robertson Brothers,https://www.wikidata.org/wiki/Q7761212,,musical group,,,
Q7761762,,,Australian five-piece alternative rock band,,,The Rubens,https://www.wikidata.org/wiki/Q7761762,1/1/2011,musical group,,,
Q16159166,,,,,,The Rumjacks,https://www.wikidata.org/wiki/Q16159166,1/1/2008,musical group,,,
Q1635619,,,Australian band,,,The Saints,https://www.wikidata.org/wiki/Q1635619,1/1/1974,musical group,,,
Q7762395,,,Australian punk rock band,,,The Scare,https://www.wikidata.org/wiki/Q7762395,1/1/2004,musical group,,,
Q3029733,,,"post-punk band from Perth, Australia",,,The Scientists,https://www.wikidata.org/wiki/Q3029733,1/1/1978,musical group,,,
Q7762587,,,"electronic music group from Hobart, Australia",,,The Scientists of Modern Music,https://www.wikidata.org/wiki/Q7762587,1/1/2005,musical group,,,
Q3989156,,,australian hard rock band,,,The Screaming Jets,https://www.wikidata.org/wiki/Q3989156,1/1/1989,musical group,,,
Q7762699,,,,,,The Screaming Tribesmen,https://www.wikidata.org/wiki/Q7762699,1/1/1981,musical group,,,
Q7762798,,,,,,The Seabellies,https://www.wikidata.org/wiki/Q7762798,1/1/2005,musical group,,,
Q592387,,,Australian band,,,The Seekers,https://www.wikidata.org/wiki/Q592387,1/1/1962,musical group,,,
Q7763425,,,,,,The Seven Ballerinas,https://www.wikidata.org/wiki/Q7763425,,musical group,,,
Q7763657,,,"Afrobeat/jazz/soul band from Adelaide, South Australia",,,The Shaolin Afronauts,https://www.wikidata.org/wiki/Q7763657,1/1/2008,musical group,,,
Q7763694,,,Australian pop rockabilly band,,,The Sharp,https://www.wikidata.org/wiki/Q7763694,1/1/1988,musical group,,,
Q7763831,,,indie rock band from Australia,,,The Shiny Brights,https://www.wikidata.org/wiki/Q7763831,,musical group,,,
Q7764252,,,Australian rock band,,,The Silents,https://www.wikidata.org/wiki/Q7764252,1/1/2002,musical group,,,
Q7764490,,,,,,The Sinking Citizenship,https://www.wikidata.org/wiki/Q7764490,,musical group,,,
Q7764515,,,,,,The Siren Tower,https://www.wikidata.org/wiki/Q7764515,1/1/2008,musical group,,,
Q20685570,,,,,,The Sleep-ins,https://www.wikidata.org/wiki/Q20685570,,musical group,,,
Q3087464,,,alternative rock band from Australia,,,The Sleepy Jackson,https://www.wikidata.org/wiki/Q3087464,1/1/1998,musical group,,,
Q7764869,,,,,,The Small Knives,https://www.wikidata.org/wiki/Q7764869,,musical group,,,
Q7764880,,,,,,The Smallgoods,https://www.wikidata.org/wiki/Q7764880,1/1/1999,musical group,,,
Q15052778,,,Australian rock band,,,The Smith Street Band,https://www.wikidata.org/wiki/Q15052778,1/1/2010,musical group,,,
Q7765041,,,Australian blues rock band,,,The Snowdroppers,https://www.wikidata.org/wiki/Q7765041,,musical group,,,
Q7765183,,,Australian rock band,,,The Someloves,https://www.wikidata.org/wiki/Q7765183,,musical group,,,
Q27916419,,,Band,,,The Spliffs,https://www.wikidata.org/wiki/Q27916419,,musical group,,,
Q7765983,,,band from Australia,,,The Spoils,https://www.wikidata.org/wiki/Q7765983,,musical group,,,
Q7766004,,,,,,The Spooky Men's Chorale,https://www.wikidata.org/wiki/Q7766004,,musical group,,,
Q7766034,,,Australian rock group,,,The Sports,https://www.wikidata.org/wiki/Q7766034,1/1/1976,musical group,,,
Q7766197,,,,,,The Stalkers,https://www.wikidata.org/wiki/Q7766197,,musical group,,,
Q29000960,,,Australian kids pop band,,,The Star Girls,https://www.wikidata.org/wiki/Q29000960,1/1/2002,musical group,,,
Q30598252,,,,,,The State,https://www.wikidata.org/wiki/Q30598252,1/1/1987,musical group,,,
Q7766467,,,,,,The Stems,https://www.wikidata.org/wiki/Q7766467,1/1/1983,musical group,,,
Q7766494,,,,,,The Stetsons,https://www.wikidata.org/wiki/Q7766494,1/1/1987,musical group,,,
Q17029015,,,,,,The Strangers,https://www.wikidata.org/wiki/Q17029015,1/1/1961,musical group,,,
Q7767200,,,,,,The Sugargliders,https://www.wikidata.org/wiki/Q7767200,1/1/1989,musical group,,,
Q7767364,,,,,,The Sundance Kids,https://www.wikidata.org/wiki/Q7767364,1/1/2006,musical group,,,
Q7767427,,,,,,The Sunny Cowgirls,https://www.wikidata.org/wiki/Q7767427,1/1/2005,musical group,,,
Q7767433,,,,,,The Sunnyboys,https://www.wikidata.org/wiki/Q7767433,1/1/1980,musical group,,,
Q15041019,,,,,,The Sunpilots,https://www.wikidata.org/wiki/Q15041019,1/1/2006,musical group,,,
Q7767480,,,Australian alternative rock band,,,The Superjesus,https://www.wikidata.org/wiki/Q7767480,1/1/1994,musical group,,,
Q7767556,,,,,,The Survivors,https://www.wikidata.org/wiki/Q7767556,1/1/1976,musical group,,,
Q7767659,,,,,,The Sweets of Sin,https://www.wikidata.org/wiki/Q7767659,1/1/1985,musical group,,,
Q22321456,,,"DJ and turntablist group, formerly known as the B.E.A.T.S crew, consisting of DJ Next and DJ Sum-1 from Adelaide, Australia",,,The Symphony Project,https://www.wikidata.org/wiki/Q22321456,,musical group,,,
Q7767920,,,,,,The Take,https://www.wikidata.org/wiki/Q7767920,,musical group,,,
Q7768097,,,,,,The Tango Saloon,https://www.wikidata.org/wiki/Q7768097,,musical group,,,
Q690404,,,Australian band,,,The Temper Trap,https://www.wikidata.org/wiki/Q690404,1/1/2005,musical group,,,
Q7768417,,,,,,The Tenants,https://www.wikidata.org/wiki/Q7768417,,musical group,,,
Q16258412,,,,,,The Throb,https://www.wikidata.org/wiki/Q16258412,1/1/1965,musical group,,,
Q7769159,,,,,,The Throwaways,https://www.wikidata.org/wiki/Q7769159,1/1/1989,musical group,,,
Q15052976,,,Australian funk and soul band,,,The Transatlantics,https://www.wikidata.org/wiki/Q15052976,1/1/2007,musical group,,,
Q7770115,,,Australian musical group of 1990s,,,The Tren Brothers,https://www.wikidata.org/wiki/Q7770115,,musical group,,,
Q6145363,,,Australian indie pop band,,,The Triangles,https://www.wikidata.org/wiki/Q6145363,,musical group,,,
Q2094855,,,Australian alternative rock and pop band,,,The Triffids,https://www.wikidata.org/wiki/Q2094855,1/1/1976,musical group,,,
Q7770227,,,,,,The Trilobites,https://www.wikidata.org/wiki/Q7770227,1/1/1984,musical group,,,
Q7770252,,,band,,,The Trip,https://www.wikidata.org/wiki/Q7770252,,musical group,,,
Q7770588,,,Australian funk band,,,The Truth,https://www.wikidata.org/wiki/Q7770588,,musical group,,,
Q7770871,,,,,,The Twilights,https://www.wikidata.org/wiki/Q7770871,,musical group,,,
Q7771817,,,,,,The Urban Guerillas,https://www.wikidata.org/wiki/Q7771817,1/1/1981,musical group,,,
Q10946051,,,,,,The Vaine,https://www.wikidata.org/wiki/Q10946051,1/1/2006,musical group,,,
Q7771936,,,,,,The Valley,https://www.wikidata.org/wiki/Q7771936,1/1/2005,musical group,,,
Q55635606,,,Australian world-roots jazz band,,,The Vampires (band),https://www.wikidata.org/wiki/Q55635606,,musical group,,,
Q18164660,,,,,,The Vamps,https://www.wikidata.org/wiki/Q18164660,1/1/1977,musical group,,,
Q7772085,,,,,,The Vasco Era,https://www.wikidata.org/wiki/Q7772085,,musical group,,,
Q7772164,,,mid-1980s pop music band,,,The Venetians,https://www.wikidata.org/wiki/Q7772164,1/1/1982,musical group,,,
Q22081004,,,,,,The Vernons,https://www.wikidata.org/wiki/Q22081004,1/1/2011,musical group,,,
Q721992,,,Australian pop duo,,,The Veronicas,https://www.wikidata.org/wiki/Q721992,1/1/1999,musical group,,,
Q7772223,,,band,,,The Verses,https://www.wikidata.org/wiki/Q7772223,1/1/2009,musical group,,,
Q7772497,,,,,,The Vibrants,https://www.wikidata.org/wiki/Q7772497,1/1/1962,musical group,,,
Q7772535,,,"Australian punk band from Perth, active from 1977 to 1979",,,The Victims,https://www.wikidata.org/wiki/Q7772535,1/1/1977,musical group,,,
Q289405,,,rock band,,,The Vines,https://www.wikidata.org/wiki/Q289405,1/1/1999,musical group,,,
Q7772917,,,Australian rock band formed in 1978,,,The Visitors,https://www.wikidata.org/wiki/Q7772917,,musical group,,,
Q2415014,,,Australian folk rock band,,,The Waifs,https://www.wikidata.org/wiki/Q2415014,1/1/1992,musical group,,,
Q21062542,,,,,,The Walking Who,https://www.wikidata.org/wiki/Q21062542,1/1/2010,musical group,,,
Q48700706,,,,,,The Wayfarers,https://www.wikidata.org/wiki/Q48700706,,musical group,,,
Q7774188,,,Australian rock group,,,The Welcome Mat,https://www.wikidata.org/wiki/Q7774188,,musical group,,,
Q7774223,,,,,,The Wellingtons,https://www.wikidata.org/wiki/Q7774223,,musical group,,,
Q30602759,,,Australian Country music band,,,The Wheel,https://www.wikidata.org/wiki/Q30602759,,musical group,,,
Q27975621,,,,,,The Whipper Snappers,https://www.wikidata.org/wiki/Q27975621,,musical group,,,
Q7774612,,,Australian rock band,,,The Whitlams,https://www.wikidata.org/wiki/Q7774612,1/1/1992,musical group,,,
Q7774756,,,,,,The Widdershins,https://www.wikidata.org/wiki/Q7774756,,musical group,,,
Q1409039,,,Australian children's music group,,,The Wiggles,https://www.wikidata.org/wiki/Q1409039,1/1/2000,musical group,,,
Q7774827,,,,,,The Wilcannia Mob,https://www.wikidata.org/wiki/Q7774827,,musical group,,,
